X,Y,NAME,ACRES_RPT,ACRES_CALC,COMMENT,RUCODE,FULL_LABEL,INCIDENT_N,DECADE,MONTH,DAY,RX_BURN,NAMELABEL,UIDENT,ACRES,STATE,YEAR,UNIT_ID,FIRE_NUM,FIRE_NAME,AGENCY,ALARM_DATE,CONT_DATE,C_METHOD,CAUSE,REPORT_AC,INC_NUM,CONTR_NUM,PROJ_NAME,BURN_DATE,END_DATE,RX_TYPE,RX_CONSUM,Hectares
72512.22247,-397874.2764,Black Mountain,582,485,,,8/14/1962,,1960,8,14,,"Black Mountain
1962/08/14
582",157VENT_CO,485.422,CA,1962,VNC,,Black Mountain,VNC,,,0,0,0,,,,,,0,0,196.443352
119365.9303,-398431.5433,Ramona,85,53,,,11/2/1963,,1960,11,2,,"Ramona
1963/11/02
85",43VENT_CO,53.517,CA,1963,VNC,,Ramona,VNC,,,0,0,0,,,,,,0,0,21.65755502
118151.8682,-420546.8957,Burro Flats,22,22,,,9/21/1963,,1960,9,21,,"Burro Flats
1963/09/21
22",CSULB3261,22.511,CA,1963,VNC,,Burro Flats,VNC,,,0,0,0,,,,,,0,0,9.109827422
69198.05046,-398259.1718,Creek Road,562,929,,VNC,8/28/1963,CA1963VNC      21F42,1960,8,28,,"Creek Road
1963/08/28
562",,929.028,CA,1963,VNC,,Creek Road,VNC,,,0,0,0,,,,,,0,0,375.9641236
99295.40157,-394914.9973,Squaw Flat,440,439,,,8/20/1963,,1960,8,20,,"Squaw Flat
1963/08/20
440",150VENT_CO,439.205,CA,1963,VNC,,Squaw Flat,VNC,,,0,0,0,,,,,,0,0,177.7400093
68852.61466,-398543.4432,Creek Road,562,533,,,8/20/1963,,1960,8,20,,"Creek Road
1963/08/20
562",69VENT_CO,533.621,CA,1963,VNC,,Creek Road,VNC,,,0,0,0,,,,,,0,0,215.9487348
60975.03341,-408099.0247,Red Mountain,943,1389,,,1/5/1963,,1960,1,5,,"Red Mountain
1963/01/05
943",53VENT_CO,1389.235,CA,1963,VNC,,Red Mountain,VNC,,,0,0,0,,,,,,0,0,562.2035226
56620.42703,-403974.4242,Casitas Pass,195,133,,,7/1/1964,,1960,7,1,,"Casitas Pass
1964/07/01
195",6VENT_CO,133.606,CA,1964,VNC,,Casitas Pass,VNC,,,0,0,0,,,,,,0,0,54.06859539
91908.12605,-389348.3473,Sespe,770,770,,,8/23/1964,,1960,8,23,,"Sespe
1964/08/23
770",LPNF19640024,770.525,CA,1964,VNC,,Sespe,VNC,,,0,0,0,,,,,,0,0,311.8202671
43675.13647,-371022.4496,,187,187,,,1965/00/00,,1960,0,0,,"
1965/00/00
187",LPNF19650200,187.235,CA,1965,VNC,,,VNC,,,0,0,0,,,,,,0,0,75.77119573
95180.84398,-381508.9462,,963,963,,,1965/00/00,,1960,0,0,,"
1965/00/00
963",LPNF19650013,963.561,CA,1965,VNC,,,VNC,,,0,0,0,,,,,,0,0,389.9394849
123644.7433,-419925.074,Rocketdyne,362,362,,,11/1/1966,,1960,11,1,,"Rocketdyne
1966/11/01
362",CSULB3259,362.266,CA,1966,VNC,,Rocketdyne,VNC,,,0,0,0,,,,,,0,0,146.6037218
120582.2564,-418131.3206,Black Canyon,1020,1827,,,10/14/1966,,1960,10,14,,"Black Canyon
1966/10/14
1020",168VENT_CO,1827.72,CA,1966,VNC,,Black Canyon,VNC,,,0,0,0,,,,,,0,0,739.6520341
78282.46124,-399338.3545,Sulphur Mountain,31,8,,,9/1/1966,,1960,9,1,,"Sulphur Mountain
1966/09/01
31",16VENT_CO,8.439,CA,1966,VNC,,Sulphur Mountain,VNC,,,0,0,0,,,,,,0,0,3.415343664
112400.4645,-441311.9288,,2937,2937,,,10/30/1967,,1960,10,30,,"
1967/10/30
2937",CSULB3302,2938.062,CA,1967,VNC,,,VNC,,,0,0,0,,,,,,0,0,1188.991597
121581.9259,-411130.2649,Las Llajas,300,654,,VNC,10/18/1967,CA1967VNC      6746F,1960,10,18,,"Las Llajas
1967/10/18
300",,655.044,CA,1967,VNC,,Las Llajas,VNC,,,0,0,0,,,,,,0,0,265.0867024
89591.94426,-400482.929,Timber Canyon,11450,10841,,,10/16/1967,CA1967VNC      0386A,1960,10,16,,"Timber Canyon
1967/10/16
11450",112VENT_CO,10840.201,CA,1967,VNC,,Timber Canyon,VNC,,,0,0,0,,,,,,0,0,4386.873686
116560.9527,-411922.4034,Ditch Road,1120,1245,2POLYS,VNC,10/16/1967,CA1967VNC      0384A,1960,10,16,,"Ditch Road
1967/10/16
1120",,1245.796,CA,1967,VNC,,Ditch Road,VNC,,,0,0,0,,,,,,0,0,504.1556943
120904.2923,-422444.7786,Palmer/Parker,25000,23088,E. Bndy from LA Co.,,10/15/1967,,1960,10,15,,"Palmer/Parker
1967/10/15
25000",104VENT_CO,23091.948,CA,1967,VNC,,Palmer/Parker,VNC,,,0,0,0,,,,,,0,0,9344.97991
88551.13251,-411348.6372,Sence Ranch,17431,18354,,VNC,10/15/1967,CA1967VNC      0380A,1960,10,15,,"Sence Ranch
1967/10/15
17431",200VENT_CO,18352.386,CA,1967,VNC,,Sence Ranch,VNC,,,0,0,0,,,,,,0,0,7426.946998
79315.08305,-395290.863,Sisar Canyon,25,6,,,10/10/1967,,1960,10,10,,"Sisar Canyon
1967/10/10
25",129VENT_CO,6.631,CA,1967,VNC,,Sisar Canyon,VNC,,,0,0,0,,,,,,0,0,2.683531099
113086.9376,-395817.9587,Warring Canyon,3808,4268,,VNC,8/28/1967,CA1967VNC      6713F,1960,8,28,,"Warring Canyon
1967/08/28
3808",,4268.364,CA,1967,VNC,,Warring Canyon,VNC,,,0,0,0,,,,,,0,0,1727.34552
66317.69193,-410978.0326,Shell,60,57,,,9/24/1968,,1960,9,24,,"Shell
1968/09/24
60",58VENT_CO,57.317,CA,1968,VNC,,Shell,VNC,,,0,0,0,,,,,,0,0,23.19520593
66969.43597,-406904.197,Canada Larga,160,241,,,9/22/1968,,1960,9,22,,"Canada Larga
1968/09/22
160",163VENT_CO,241.197,CA,1968,VNC,,Canada Larga,VNC,,,0,0,0,,,,,,0,0,97.60890692
64298.28527,-410071.8063,Taylor,160,295,,,9/22/1968,,1960,9,22,,"Taylor
1968/09/22
160",8VENT_CO,294.979,CA,1968,VNC,,Taylor,VNC,,,0,0,0,,,,,,0,0,119.3736259
95181.95307,-424282.2588,Conejo Grade Brush,873,856,,VNC,9/22/1968,CA1968VNC      6854F,1960,9,22,,"Conejo Grade Brush
1968/09/22
873",,856.431,CA,1968,VNC,,Conejo Grade Brush,VNC,,,0,0,0,,,,,,0,0,346.5854119
77691.19287,-396633.9676,Sycamore,32,11,,,7/1/1968,,1960,7,1,,"Sycamore
1968/07/01
32",158VENT_CO,11.078,CA,1968,VNC,,Sycamore,VNC,,,0,0,0,,,,,,0,0,4.483052809
69680.79335,-393769.4382,Foothill,16,5,,,7/1/1968,,1960,7,1,,"Foothill
1968/07/01
16",66VENT_CO,5.683,CA,1968,VNC,,Foothill,VNC,,,0,0,0,,,,,,0,0,2.299969013
79382.14437,-393698.8156,Sisar Canyon,24,7,,,6/1/1968,,1960,6,1,,"Sisar Canyon
1968/06/01
24",14VENT_CO,7.864,CA,1968,VNC,,Sisar Canyon,VNC,,,0,0,0,,,,,,0,0,3.182338238
109383.8895,-403932.2375,Torrey Canyon,1800,1654,,VNC,11/20/1969,CA1969VNC      6913F,1960,11,20,,"Torrey Canyon
1969/11/20
1800",175VENT_CO,1654.563,CA,1969,VNC,,Torrey Canyon,VNC,,,0,0,0,,,,,,0,0,669.5779057
133578.9577,-411349.6158,,33,33,,,7/16/1969,,1960,7,16,,"
1969/07/16
33",CSULB2642,33.091,CA,1969,VNC,,,VNC,,,0,0,0,,,,,,0,0,13.39159285
106856.2199,-404212.2664,Wiley,460,448,,,11/13/1978,,1970,11,13,,"Wiley
1978/11/13
460",148VENT_CO,448.565,CA,1970,VNC,,Wiley,VNC,11/13/1978,,6,7,460,,,,,,0,0,181.5277575
118231.0615,-398149.955,Mayo,7270,7088,,,9/26/1970,,1970,9,26,,"Mayo
1970/09/26
7270",146VENT_CO,7089.617,CA,1970,VNC,,Mayo,VNC,9/26/1970,9/28/1970,6,14,7089,,,,,,0,0,2869.066282
69418.77433,-412514.5292,Foothill,5241,4731,,,9/25/1970,,1970,9,25,,"Foothill
1970/09/25
5241",203VENT_CO,4729.586,CA,1970,VNC,,Foothill,VNC,9/25/1970,9/26/1970,6,14,5241,,,,,,0,0,1913.995441
105275.9149,-432069.6685,,12,12,,,9/5/1970,,1970,9,5,,"
1970/09/05
12",CSULB3284,12.296,CA,1970,VNC,,,VNC,,,0,0,0,,,,,,0,0,4.976097619
126779.9718,-415154.989,Clampett,107163,116766,,,9/25/1970,,1970,9,25,,"Clampett
1970/09/25
107163",,116781.274,CA,1970,VNC,,Clampett,VNC,9/25/1970,10/1/1970,6,11,107163,,,,,,0,0,47259.70491
92351.17106,-377774.5284,Poplar,1260,1420,,VNC,8/2/1970,,1970,8,2,,"Poplar
1970/08/02
1260",,1420.689,CA,1970,VNC,,Poplar,VNC,,,0,0,0,,,,,,0,0,574.9322847
87092.05733,-411756.7802,Sence Ranch Brush #2,2925,2819,,VNC,12/16/1971,CA1971VNC      7155F,1970,12,16,,"Sence Ranch Brush #2
1971/12/16
2925",198VENT_CO,2819.207,CA,1971,VNC,,Sence Ranch Brush #2,VNC,12/16/1971,12/17/1971,6,11,2819,,,,,,0,0,1140.89255
43379.12939,-396608.1501,Romero,16100,15656,,SBC,10/6/1971,,1970,10,6,,"Romero
1971/10/06
16100",,15647.442,CA,1971,VNC,,Romero,VNC,,,0,0,0,,,,,,0,0,6332.294932
100327.3834,-397629.7941,Goodenough,1853,2254,,,10/5/1971,CA1971VNC06-164NONE0,1970,10,5,,"Goodenough
1971/10/05
1853",77VENT_CO,2254.807,CA,1971,VNC,,Goodenough,VNC,10/5/1971,10/7/1971,6,7,2254,,,,,,0,0,912.4880059
96135.62007,-423015.7243,Camarillo Grove Fire,440,243,,VNC,9/18/1971,CA1971VNC07154FNONE0,1970,9,18,,"Camarillo Grove Fire
1971/09/18
440",,243.44,CA,1971,VNC,,Camarillo Grove Fire,VNC,9/18/1971,9/19/1971,6,8,243,,,,,,0,0,98.51659905
111906.4611,-385612.0978,Blue,1850,2802,,,8/30/1971,,1970,8,30,,"Blue
1971/08/30
1850",LPNF19710072,2802.375,CA,1971,VNC,,Blue,VNC,,,0,0,0,,,,,,0,0,1134.080983
81648.90303,-388424.6483,Bear,17327,17327,,,8/22/1972,,1970,8,22,,"Bear
1972/08/22
17327",LPNF19720082,17323.858,CA,1972,VNC,,Bear,VNC,8/22/1972,8/29/1972,6,8,17323,,,,,,0,0,7010.716589
88664.05718,-433661.1795,Potrero,12800,12297,,,9/26/1973,,1970,9,26,,"Potrero
1973/09/26
12800",134VENT_CO,12297.323,CA,1973,VNC,,Potrero,VNC,9/26/1973,9/27/1973,8,11,12296,,,,,,0,0,4976.550058
88225.77138,-413001.3364,Sense,1008,984,,,9/26/1973,,1970,9,26,,"Sense
1973/09/26
1008",79VENT_CO,984.025,CA,1973,VNC,,Sense,VNC,9/26/1970,,6,14,984,,,,,,0,0,398.2208026
86865.79223,-419024.2381,Camarillo,186,238,,,9/26/1973,,1970,9,26,,"Camarillo
1973/09/26
186",46VENT_CO,238.048,CA,1973,VNC,,Camarillo,VNC,,,0,0,0,,,,,,0,0,96.33448858
102062.073,-418012.6565,Santa Rosa,437,424,,,9/26/1973,,1970,9,26,,"Santa Rosa
1973/09/26
437",32VENT_CO,424.432,CA,1973,VNC,,Santa Rosa,VNC,9/26/1973,,6,11,424,,,,,,0,0,171.7614777
117748.2534,-416524.8458,Runkle Canyon,191,168,,,7/1/1974,,1970,7,1,,"Runkle Canyon
1974/07/01
191",38VENT_CO,168.671,CA,1974,VNC,,Runkle Canyon,VNC,7/1/1974,7/1/1974,6,8,168,,,,,,0,0,68.2585898
123021.4754,-422825.9652,,30,30,,,6/28/1974,,1970,6,28,,"
1974/06/28
30",CSULB3262,30.818,CA,1974,VNC,,,VNC,,,0,0,0,,,,,,0,0,12.47174493
117662.2268,-418326.3253,Runkle Canyon,230,93,,,6/5/1974,,1970,6,5,,"Runkle Canyon
1974/06/05
230",36VENT_CO,93.977,CA,1974,VNC,,Runkle Canyon,VNC,6/5/1974,6/5/1974,6,11,93,,,,,,0,0,38.03133109
89362.36661,-428986.8499,Potrero,2773,3019,,,12/28/1975,,1970,12,28,,"Potrero
1975/12/28
2773",28VENT_CO,3019.263,CA,1975,VNC,,Potrero,VNC,12/28/1975,12/29/1975,8,14,3019,,,,,,0,0,1221.852453
126143.7311,-416075.8979,Lilac Lane,325,324,,,11/24/1975,,1970,11,24,,"Lilac Lane
1975/11/24
325",169VENT_CO,324.25,CA,1975,VNC,,LilacLane,VNC,11/24/1975,,6,7,325,,,,,,0,0,131.2193325
126352.0951,-415901.4154,Simi Fire,321,321,,,11/24/1975,,1970,11,24,,"Simi Fire
1975/11/24
321",CSULB2358,321.179,CA,1975,VNC,,Simi Fire,VNC,,,0,0,0,,,,,,0,0,129.9766387
92342.64602,-406581.2995,Texaco Canyon,350,123,2 POLYS,VNC,11/23/1975,CA1975VNC      67-18,1970,11,23,,"Texaco Canyon
1975/11/23
350",,123.708,CA,1975,VNC,,Texaco Canyon,VNC,11/23/1975,,6,7,123,,,,,,0,0,50.06281871
134707.6557,-413824.3943,,73,73,,,11/14/1975,,1970,11,14,,"
1975/11/14
73",CSULB2649,73.63,CA,1975,VNC,,,VNC,,,0,0,0,,,,,,0,0,29.796968
101785.727,-423035.4318,Conejo,200,219,,,11/11/1975,,1970,11,11,,"Conejo
1975/11/11
200",95VENT_CO,219.96,CA,1975,VNC,,Conejo,VNC,11/11/1975,11/11/1975,6,7,219,,,,,,0,0,89.01450055
124275.1309,-419039.0021,Box Canyon,655,553,,,11/11/1975,,1970,11,11,,"Box Canyon
1975/11/11
655",CSULB3243,553.204,CA,1975,VNC,,Box Canyon,VNC,11/11/1975,,6,7,655,,,,,,0,0,223.8736222
73498.8616,-402748.4266,Aliso Canyon,1250,1093,,,9/3/1975,,1970,9,3,,"Aliso Canyon
1975/09/03
1250",162VENT_CO,1093.666,CA,1975,VNC,,Aliso Canyon,VNC,9/3/1975,9/5/1975,6,7,1250,,,,,,0,0,442.5909432
112059.4719,-384974.2973,Blanca,1110,1341,,VNC,8/24/1975,CA1975VNC      NONE0,1970,8,24,,"Blanca
1975/08/24
1110",USFS,1341.31,CA,1975,VNC,,Blanca,VNC,8/24/1975,,6,9,1341,,,,,,0,0,542.8088602
111311.471,-411677.2855,Alamos Canyon,99,100,,,8/2/1975,,1970,8,2,,"Alamos Canyon
1975/08/02
99",83VENT_CO,100.059,CA,1975,VNC,,Alamos Canyon,VNC,8/2/1970,8/2/1970,6,2,100,,,,,,0,0,40.49233612
119415.2761,-426785.7505,,28,28,,,7/31/1975,,1970,7,31,,"
1975/07/31
28",CSULB3246,28.444,CA,1975,VNC,,,VNC,,,0,0,0,,,,,,0,0,11.51068401
119331.419,-406673.7636,Tapo Canyon,282,262,,,7/27/1975,,1970,7,27,,"Tapo Canyon
1975/07/27
282",90VENT_CO,262.814,CA,1975,VNC,,Tapo Canyon,VNC,7/27/1975,,6,10,282,,,,,,0,0,106.3569897
122314.5693,-426460.1958,,7,7,,,6/27/1975,,1970,6,27,,"
1975/06/27
7",CSULB3247,7.933,CA,1975,VNC,,,VNC,,,0,0,0,,,,,,0,0,3.210271859
66485.98678,-379123.4965,,695,695,,,1975/00/00,,1970,0,0,,"
1975/00/00
695",LPNF19750007,695.658,CA,1975,VNC,,,VNC,,,0,0,0,,,,,,0,0,281.5229239
98263.99328,-421445.4961,Arroyo,200,206,,,12/16/1976,,1970,12,16,,"Arroyo
1976/12/16
200",136VENT_CO,206.069,CA,1976,VNC,,Arroyo,VNC,12/16/1976,12/16/1976,6,7,206,,,,,,0,0,83.39334814
105261.1468,-430610.0284,Decker,146,155,,,7/4/1976,,1970,7,4,,"Decker
1976/07/04
146",103VENT_CO,155.762,CA,1976,VNC,,Decker,VNC,7/4/1976,7/4/1976,8,14,155,,,,,,0,0,63.03444436
98822.48947,-426165.6833,Potrero Road,80,80,,,6/23/1976,,1970,6,23,,"Potrero Road
1976/06/23
80",97VENT_CO,80.463,CA,1976,VNC,,Potrero Road,VNC,,,0,0,0,,,,,,0,0,32.5621147
104130.3522,-427238.4601,Los Robles,2000,2245,,VNC,6/22/1976,CA1976VNC      067-6,1970,6,22,,"Los Robles
1976/06/22
2000",,2245.433,CA,1976,VNC,,Los Robles,VNC,6/22/1976,6/24/1976,6,2,2000,,,,,,0,0,908.6946348
93668.30285,-427180.2762,Quadalasca,84,102,,,1/17/1976,,1970,1,17,,"Quadalasca
1976/01/17
84",99VENT_CO,102.213,CA,1976,VNC,,Quadalasca,VNC,,,0,0,0,,,,,,0,0,41.364281
106275.156,-434327.4362,Carlisle Fire,1368,1368,,,11/15/1977,,1970,11,15,,"Carlisle Fire
1977/11/15
1368",CSULB3298,1369.127,CA,1977,VNC,,Carlisle Fire,VNC,,,0,0,0,,,,,,0,0,554.0658671
115067.4373,-408731.7974,Newhall Escape,992,984,,,11/1/1978,,1970,11,1,Rx,"Newhall Escape
1978/11/01
992",145VENT_CO,984.598,CA,1978,VNC,,Newhall Rx Burn,VNC,,,0,0,0,,,,,,0,0,398.4527394
114562.9798,-409131.9682,Newhall Rx Burn,262,299,,,11/1/1978,,1970,11,1,Rx,"Newhall Rx Burn
1978/11/01
262",144VENT_CO,299.558,CA,1978,VNC,,Newhall Rx Burn,VNC,,,0,0,0,,,,,,0,0,121.2268624
115363.5888,-408614.857,Newhall Escape,730,684,,,11/1/1978,,1970,11,1,Rx,"Newhall Escape
1978/11/01
730",143VENT_CO,685.04,CA,1978,VNC,,Newhall Escape,VNC,11/1/1978,11/2/1978,6,18,730,,,,,,0,0,277.2258771
108782.1119,-436459.1675,,25564,25564,,,10/23/1978,,1970,10,23,,"
1978/10/23
25564",CSULB3293,25567.89,CA,1978,VNC,,,VNC,,,0,0,0,,,,,,0,0,10346.95809
65631.64774,-392194.4358,Cozy Dell,910,804,,,9/25/1978,,1970,9,25,,"Cozy Dell
1978/09/25
910",3VENT_CO,804.434,CA,1978,VNC,,Cozy Dell,VNC,9/25/1978,9/26/1978,6,10,804,,,,,,0,0,325.5426976
108532.0617,-405506.8262,Happy Camp,460,463,,,8/22/1978,,1970,8,22,,"Happy Camp
1978/08/22
460",107VENT_CO,463.128,CA,1978,VNC,,Happy Camp,VNC,8/22/1978,8/22/1978,8,11,463,,,,,,0,0,187.4212903
95089.25982,-423969.9974,Conejo Grade,100,150,,,11/30/1979,,1970,11,30,,"Conejo Grade
1979/11/30
100",137VENT_CO,150.117,CA,1979,VNC,,Conejo Grade,VNC,11/30/1976,12/1/1976,6,14,150,,,,,,0,0,60.75028666
70062.71255,-404944.9657,Creek Road,32000,32713,,,9/18/1979,,1970,9,18,,"Creek Road
1979/09/18
32000",47VENT_CO,32702.638,CA,1979,VNC,,Creek Road,VNC,9/18/1979,9/22/1970,6,2,37713,,,,,,0,0,13234.28808
123151.7244,-417560.6268,Box Canyon,1003,933,,,9/18/1979,,1970,9,18,,"Box Canyon
1979/09/18
1003",CSULB3241,933.187,CA,1979,VNC,,Box Canyon,VNC,9/18/1979,,6,7,933,,,,,,0,0,377.6475348
119306.2723,-416177.1292,Susana Airport,58,131,,,5/1/1979,,1970,5,1,,"Susana Airport
1979/05/01
58",37VENT_CO,131.311,CA,1979,VNC,,Susana Airport,VNC,5/1/1979,,6,14,131,,,,,,0,0,53.13982065
54544.65069,-386989.2802,,490,490,,,1979/00/00,,1970,0,0,,"
1979/00/00
490",LPNF19790002,490.461,CA,1979,VNC,,,VNC,,,0,0,0,,,,,,0,0,198.4825689
123124.6466,-426014.175,,87,87,,,11/15/1980,,1980,11,15,,"
1980/11/15
87",CSULB3248,87.849,CA,1980,VNC,,,VNC,,,0,0,0,,,,,,0,0,35.55113999
88833.2664,-410538.9817,South Mountain,3600,2395,,,10/29/1980,,1980,10,29,,"South Mountain
1980/10/29
3600",109VENT_CO,2395.076,CA,1980,VNC,,South Mountain,VNC,10/29/1980,,6,11,2395,,,,,,0,0,969.2527649
94131.59518,-424876.8376,Hill Canyon,8700,11974,,,10/28/1980,,1980,10,28,,"Hill Canyon
1980/10/28
8700",23VENT_CO,11974.474,CA,1980,VNC,,Hill Canyon,VNC,10/28/1980,10/29/1980,8,4,11974,,,,,,0,0,4845.897709
84455.59294,-373630.4426,,5654,5654,,,1980/00/00,,1980,0,0,,"
1980/00/00
5654",LPNF19800063,5653.713,CA,1980,VNC,,,VNC,,,0,0,0,,,,,,0,0,2287.976345
127353.9993,-414671.6947,Oat Mountain,6005,18250,,,10/31/1981,,1980,10,31,,"Oat Mountain
1981/10/31
6005",CSULB3242,18254.169,CA,1981,VNC,,Oat Mountain,VNC,10/31/1981,,8,11,18250,,,,,,0,0,7387.199906
126315.865,-419483.8714,,984,984,,,10/31/1981,,1980,10,31,,"
1981/10/31
984",CSULB3216,985.207,CA,1981,VNC,,,VNC,,,0,0,0,,,,,,0,0,398.6992704
133999.007,-411794.2257,,27,27,,,7/2/1981,,1980,7,2,,"
1981/07/02
27",CSULB2643,27.255,CA,1981,VNC,,,VNC,,,0,0,0,,,,,,0,0,11.02983554
81882.12528,-414139.119,Loma,1331,376,,,6/15/1981,,1980,6,15,,"Loma
1981/06/15
1331",80VENT_CO,376.397,CA,1981,VNC,,Loma,VNC,6/15/1981,,6,14,376,,,,,,0,0,152.3223776
116202.1588,-431837.0322,Dayton Cyn Fire,54000,43479,15032 in VNC,,10/9/1982,,1980,10,9,,"Dayton Cyn Fire
1982/10/09
54000",GCS34140,43487.666,CA,1982,VNC,,Dayton Cyn Fire,VNC,10/9/1982,,6,7,43479,,,,,,0,0,17598.83421
117187.7398,-418936.8186,Hall,2627,2647,,,10/8/1982,,1980,10,8,,"Hall
1982/10/08
2627",141VENT_CO,2648.301,CA,1982,VNC,,Hall,VNC,10/8/1982,10/8/1982,6,7,2647,,,,,,0,0,1071.72943
104143.2744,-370307.7854,,803,803,,,1982/00/00,,1980,0,0,,"
1982/00/00
803",LPNF19820015,803.218,CA,1982,VNC,,,VNC,,,0,0,0,,,,,,0,0,325.0507758
106662.2631,-399551.5843,Hopper Canyon,230,232,,,7/23/1983,,1980,7,23,,"Hopper Canyon
1983/07/23
230",147VENT_CO,232.441,CA,1983,VNC,,Hopper Canyon,VNC,7/23/1983,7/23/1983,6,5,232,,,,,,0,0,94.06559845
60096.76896,-397579.0269,Poplin,160,193,,,7/10/1983,,1980,7,10,,"Poplin
1983/07/10
160",64VENT_CO,193.872,CA,1983,VNC,,Poplin,VNC,7/10/1983,,6,7,193,,,,,,0,0,78.45718141
58287.0237,-392018.4813,Matilija,4600,4708,,,7/7/1983,,1980,7,7,,"Matilija
1983/07/07
4600",LPNF19830019,4706.1,CA,1983,VNC,,Matilija,VNC,,,0,0,0,,,,,,0,0,1904.490938
101792.7339,-396699.3573,Squaw Flat,6010,6087,,VNC,10/15/1984,CA1984VNC01071600974,1980,10,15,,"Squaw Flat
1984/10/15
6010",208VENT_CO,6087.245,CA,1984,VNC,,Squaw Flat,VNC,10/15/1984,,6,14,6087,,,,,,0,0,2463.420627
106337.6081,-431162.1042,,226,226,,,7/13/1984,,1980,7,13,,"
1984/07/13
226",CSULB3282,226.881,CA,1984,VNC,,,VNC,,,0,0,0,,,,,,0,0,91.81538631
117849.7981,-424764.4636,Crummer,520,612,,,5/30/1984,,1980,5,30,,"Crummer
1984/05/30
520",140VENT_CO,612.641,CA,1984,VNC,,Crummer,VNC,5/30/1984,,6,1,612,,,,,,0,0,247.926899
94126.34899,-409414.3497,Grimes Fire,11164,11304,,,5/7/1984,,1980,5,7,,"Grimes Fire
1984/05/07
11164",153VENT_CO,11303.339,CA,1984,VNC,,Grimes Fire,VNC,5/7/1984,5/8/1984,6,7,11304,,,,,,0,0,4574.298822
125215.3823,-413785.0218,Hummingbird,2420,2382,,,10/14/1985,,1980,10,14,,"Hummingbird
1985/10/14
2420",172VENT_CO,2382.44,CA,1985,VNC,,Hummingbird,VNC,,,0,0,0,,,,,,0,0,964.1390778
83330.1642,-399481.1429,Ferndale,47064,46809,,,10/14/1985,,1980,10,14,,"Ferndale
1985/10/14
47064",197VENT_CO,46799.482,CA,1985,VNC,,Ferndale,VNC,10/14/1985,10/21/1985,6,7,47064,,,,,,0,0,18939.07832
102001.532,-417590.5706,Peach Hill,1861,1991,,,10/14/1985,,1980,10,14,,"Peach Hill
1985/10/14
1861",22VENT_CO,1991.594,CA,1985,VNC,,Peach Hill,VNC,10/14/1985,,6,7,1991,,,,,,0,0,805.9694271
123554.606,-417614.554,Box Cyn,1271,1271,,,10/14/1985,,1980,10,14,,"Box Cyn
1985/10/14
1271",CSULB2357,1272.151,CA,1985,VNC,,Box Cyn,VNC,,,0,0,0,,,,,,0,0,514.821274
101164.2361,-438193.1283,Decker Fire,6526,6604,,,10/14/1985,,1980,10,14,,"Decker Fire
1985/10/14
6526",CSULB3297,6605.389,CA,1985,VNC,,Decker Fire,VNC,,,0,0,0,,,,,,0,0,2673.106235
56806.80296,-390932.7966,R. Colla,160,96,,,7/5/1985,,1980,7,5,,"R. Colla
1985/07/05
160",122VENT_CO,96.084,CA,1985,VNC,,R. Colla,VNC,,,0,0,0,,,,,,0,0,38.88394957
84850.65157,-402249.1968,Mupu,28,43,,,7/4/1985,,1980,7,4,,"Mupu
1985/07/04
28",152VENT_CO,43.49,CA,1985,VNC,,Mupu,VNC,,,0,0,0,,,,,,0,0,17.59984053
71834.26307,-397961.9865,Black Mountain,1200,1324,,,7/3/1985,CA1985VNC00000700469,1980,7,3,,"Black Mountain
1985/07/03
1200",185VENT_CO,1324.267,CA,1985,VNC,,Black Mountain,VNC,7/3/1985,,6,7,1324,,,,,,0,0,535.9118325
60788.81017,-389182.3594,Wheeler #2,118000,122724,,VNC,7/1/1985,CA1985VNC00757400459,1980,7,1,,"Wheeler #2
1985/07/01
118000",LPNF19850027,122669.416,CA,1985,VNC,,Wheeler #2,VNC,7/1/1985,,6,0,122000,,,,,,0,0,49642.55146
114612.2713,-405490.2101,Tapo,606,657,,,6/22/1985,,1980,6,22,,"Tapo
1985/06/22
606",44VENT_CO,657.199,CA,1985,VNC,,Tapo,VNC,,,0,0,0,,,,,,0,0,265.9591869
78551.27308,-395917.2852,Girard Rx Burn,506,380,,,5/29/1985,,1980,5,29,,"Girard Rx Burn
1985/05/29
506",15VENT_CO,380.304,CA,1985,VNC,,Girard Rx Burn,VNC,,,0,0,0,,,,,,0,0,153.9033849
67792.52684,-412939.9359,Hall Canyon Rx-Burn,644,866,,,12/2/1986,,1980,12,2,,"Hall Canyon Rx-Burn
1986/12/02
644",182VENT_CO,866.631,CA,1986,VNC,,Hall Canyon Controll,VNC,,,0,0,0,,,,,,0,0,350.7130322
87281.14579,-410971.2358,Bradley,9027,9229,,,11/10/1986,,1980,11,10,,"Bradley
1986/11/10
9027",179VENT_CO,9228.29,CA,1986,VNC,,Bradley,VNC,11/10/1986,,6,11,9229,,,,,,0,0,3734.556401
120642.933,-403616.4251,Salt Tapo Rx-Burn,5000,4704,3500 acres VNC,,10/17/1986,,1980,10,17,Rx,"Salt Tapo Rx-Burn
1986/10/17
5000",42VENT_CO,4704.614,CA,1986,VNC,,Salt Tapo Controlled,VNC,,,0,0,0,,,Salt - Tapo Rx Burn,10/17/1986,10/17/1986,0,0,1903.88954
